0.36347,0.90269
0.062132,0.66729
0.11074,0.22418
0.18379,0.17102
0.50771,0.0040479
0.089276,0.50795
0.83108,0.76768
0.064567,0.38683
0.90891,0.41256
0.2153,0.12122
0.90418,0.3866
0.075928,0.50338
0.92227,0.59602
0.89711,0.63562
0.37447,0.037036
0.24484,0.11835
0.93535,0.69284
0.045561,0.66586
0.34771,0.94985
0.13081,0.33252
0.41663,0.96957
0.91614,0.23463
0.26975,0.15472
0.82271,0.17905
0.044461,0.52677
0.092461,0.71102
0.97985,0.54697
0.29085,0.94891
0.90917,0.46582
0.5,0.0966
0.70743,0.096696
0.71108,0.054228
0.85446,0.78956
0.17198,0.78049
0.45264,0.97011
0.90626,0.37617
0.85454,0.14923
0.32482,0.88094
0.91444,0.68044
0.92623,0.60682
0.86099,0.77108
0.38706,0.05773
0.82858,0.19882
0.8926,0.63921
0.75144,0.13692
0.12028,0.71837
0.029524,0.50085
0.86631,0.67682
0.67217,0.87485
0.90585,0.58476
0.84973,0.24627
0.93147,0.43289
0.15049,0.29606
0.031263,0.4341
0.75084,0.17808
0.30883,0.88981
0.62737,0.90139
0.9444,0.58613
0.86788,0.7267
0.36977,0.96027
0.40253,0.084634
0.8302,0.77985
0.81092,0.7917
0.84317,0.81448
0.93879,0.49951
0.072642,0.5803
0.19149,0.12466
0.35793,0.10631
0.26294,0.10266
0.32701,0.063373
0.98821,0.5604
0.090744,0.3405
0.95889,0.36335
0.80531,0.12317
0.93599,0.25743
0.48475,0.034813
0.84431,0.72752
0.15126,0.14606
0.81739,0.80743
0.11628,0.71228
0.14026,0.22137
0.1003,0.68438
0.26111,0.92004
0.68387,0.88817
0.65388,0.9732
0.95487,0.4733
0.71145,0.90671
0.36359,0.88574
0.76566,0.090247
0.19528,0.8532
0.67648,0.050885
0.95098,0.51526
0.96236,0.58703
0.77141,0.86298
0.11174,0.38527
0.19956,0.89774
0.11098,0.76356
0.64386,0.90533
0.39917,0.10495
0.91702,0.42129
0.92896,0.67743
0.24544,0.13764
0.26087,0.82504
0.48398,0.090966
0.46867,0.92477
0.62795,0.10855
0.5327,0.088587
0.61133,0.89935
0.72978,0.1383
0.83472,0.84111
0.93096,0.46708
0.28981,0.11149
0.98012,0.6371
0.25289,0.90255
0.70201,0.91928
0.37239,0.91307
0.96422,0.48716
0.18443,0.79998
0.87784,0.69762
0.96048,0.35583
0.87536,0.67983
0.52063,0.071723
0.84193,0.78986
0.1055,0.67342
0.41764,0.95375
0.28588,0.85241
0.047341,0.46728
0.73675,0.15084
0.11431,0.3232
0.88659,0.31009
0.48306,0.98346
0.30703,0.14731
0.066751,0.33471
0.067376,0.39803
0.12543,0.30801
0.73456,0.085792
0.97667,0.46435
0.16115,0.72301
0.78138,0.82126
0.04276,0.46992
0.82451,0.75793
0.77115,0.1577
0.087997,0.38017
0.66118,0.090777
0.90939,0.23153
0.73394,0.084097
0.89352,0.68724
0.51695,0.98169
0.049203,0.36516
0.21146,0.80168
0.97227,0.53998
0.56181,0.94192
0.18368,0.83036
0.64232,0.062593
0.83998,0.8294
0.95743,0.57247
0.20737,0.22615
0.66537,0.039838
0.046699,0.60697
0.96446,0.52472
0.12791,0.83048
0.17117,0.20639
0.5458,0.020777
0.85975,0.19656
0.90495,0.25958
0.88118,0.24866
0.098249,0.63715
0.14804,0.84017
0.20089,0.21277
0.99296,0.54935
0.28833,0.94982
0.9021,0.70513
0.507,0.092712
0.62136,0.91336
0.586,0.093724
0.60584,0.95647
0.43513,0.92332
0.059415,0.72533
0.16631,0.72374
0.085736,0.30119
0.52352,0.9586
0.46165,0.9581
0.85332,0.22399
0.80172,0.77808
0.37247,0.10257
0.70427,0.056159
0.80482,0.22646
0.088457,0.30954
0.77317,0.8559
0.64865,0.95531
0.32912,0.050019
0.80943,0.23165
0.88035,0.68156
0.43433,0.96753
0.1898,0.24246
0.1493,0.69887
0.77981,0.81338
0.23277,0.09607
0.15511,0.16371
0.13278,0.74584
0.72097,0.15769
0.73467,0.085008
0.84776,0.77714
0.80456,0.83555
0.5854,0.96881
0.21198,0.107
0.68597,0.90917
0.12596,0.21479
0.0056854,0.46944
0.70319,0.85223
0.96722,0.37886
0.92717,0.25562
0.47357,0.083994
0.34794,0.12227
0.82309,0.75047
0.062654,0.46701
0.56997,0.088269
0.49153,0.90643
0.17658,0.25712
0.57658,0.10561
0.91077,0.60403
0.25481,0.14612
0.85957,0.21722
0.075333,0.30481
0.10553,0.26804
0.72547,0.15876
0.16679,0.84068
0.46094,0.95702
0.43218,0.075456
0.41825,0.073975
0.90766,0.25497
0.61176,0.10875
0.97191,0.60731
0.3701,0.91647
0.5983,0.97687
0.41719,0.96774
0.92158,0.70002
0.10069,0.64927
0.94743,0.29592
0.66684,0.12699
0.43314,0.055555
0.42675,0.077889
0.20056,0.18299
0.28418,0.13193
0.089626,0.34974
0.010892,0.59999
0.34092,0.092441
0.35986,0.95632
0.41245,0.94965
0.77848,0.19311
0.90996,0.36442
0.87854,0.17657
0.42108,0.024942
0.889,0.66733
0.36632,0.057534
0.25914,0.14585
0.79143,0.15089
0.89532,0.59715
0.43543,0.99019
0.035769,0.60228
0.33125,0.96141
0.94483,0.55888
0.1347,0.69939
0.30696,0.90007
0.052299,0.62267
0.24698,0.90854
0.58434,0.89175
0.087656,0.33592
0.27189,0.93618
0.10684,0.23837
0.081561,0.39003
0.24605,0.081431
0.091497,0.26684
0.98879,0.60149
0.45685,0.9541
0.053152,0.39876
0.012946,0.42541
0.92979,0.60145
0.44246,0.091545
0.70165,0.95233
0.477,0.97725
0.25142,0.18347
0.077325,0.48847
0.20194,0.79363
0.71407,0.91023
0.71789,0.13869
0.46076,0.049324
